name,screen_name,location,url,followers_count,friends_count,statuses_count,created_at,bySheet,keywords,display_url,listed_count,favourites_count,expanded_url,location,description
Kayte Terry,kayteterry,Philadelphia,https://t.co/G16tDrSKaj,2538,2055,12377,Tue Jan 06 18:15:33 +0000 2009,Senators,Pat Toomey ,,76,44263,,Philadelphia,Artist. Activist. #spoonie. Swamp Caucus founder Betsy DeGross. Arrested at Pat Toomey's office. Twin Peaks fangrrrl. Instagram: @kaytet Pinterest: Kayte Terry
WhereisPatToomey,wheresPatToomey,,,239,58,97,Thu Feb 02 16:26:04 +0000 2017,Senators,Pat Toomey ,,0,14,,,Keep track of your PA senators voting record and accountability to his constituents
shawn wygant,Shawn_WyGant," TRACKING PAT TOOMEY",http://t.co/RLd77lDNI8,620,1802,78,Mon Aug 08 20:01:39 +0000 2011,Senators,Pat Toomey ,,1,1,," TRACKING PAT TOOMEY","Hi, I’m Shawn Wygant,and I will be one the front line FIGHTING FOR A FAIR ECONOMY ASKING SENATOR PAT TOOMEY  WHERE ARE OUR JOBS"
Pat Toomey MME,mhstoomey2016,,,37,95,31,Wed Oct 26 13:55:22 +0000 2016,Senators,Pat Toomey ,,0,12,,,Masterman Mock Election
Pat Toomey,VoteToomey,,,2,22,4,Thu Sep 29 15:05:36 +0000 2016,Senators,Pat Toomey ,,0,0,,,
Pat Toomey,pattoomey_,,,50,0,1,Fri Mar 06 06:28:06 +0000 2009,Senators,Pat Toomey ,,2,0,,,
Pat Toomey,toomeysforehead,,,1,2,0,Tue Feb 28 02:49:56 +0000 2017,Senators,Pat Toomey ,,0,0,,,I belong to a great man
Alt Pat Toomey,altSenToomey,"Pennsylvania, USA",,9,1,22,Mon Jan 30 05:05:18 +0000 2017,Senators,Pat Toomey ,,0,0,,"Pennsylvania, USA","A satirical account based on Senator Pat Toomey -- after all, I'm far too responsive to be the real thing."
Pat Toomey Googling,ToomeyGoogling,"Pennsylvania, USA",,0,7,19,Tue Mar 14 02:24:16 +0000 2017,Senators,Pat Toomey ,,0,0,,"Pennsylvania, USA",I'm Pat Toomey. Googling. (parody account duh)
FraidyPat,FraidyPatToomey,,,1,21,1,Wed Oct 19 18:09:48 +0000 2016,Senators,Pat Toomey ,,0,0,,,
Patrick Toomey,Pat_Toomey13,"Rapid City, SD",,46,92,79,Wed Jan 13 22:23:38 +0000 2016,Senators,Pat Toomey ,,3,46,,"Rapid City, SD","Workout, eat well, save money, succeed."
Pat Toomey News,PatToomeyNews,,,2,0,25,Thu Feb 10 13:54:14 +0000 2011,Senators,Pat Toomey ,,0,0,,,Pat Toomey: Breaking news and updates from HuffPost
Pat Toomey's Bees 🐝,EastIndiaCo_LLC,flipadelphia,,2,95,197,Sat Aug 12 20:41:43 +0000 2017,Senators,Pat Toomey ,,0,300,,flipadelphia,sometimes you gotta nationalize
Sheldon Whitehouse,SenWhitehouse,Rhode Island,http://t.co/z6NYBzbPgY,167718,1566,7038,Tue Jan 25 01:52:03 +0000 2011,Senators,Sheldon Whitehouse,,2376,54,,Rhode Island,"U.S. Senator from Rhode Island, the Ocean State."
WhitehouseforSenate,SheldonforRI,"Providence, RI",http://t.co/qL9rtnPR4V,587,132,81,Mon Aug 20 19:55:16 +0000 2012,Senators,Sheldon Whitehouse,,54,1,,"Providence, RI",This account is run by U.S. Senator Sheldon Whitehouse's re-election campaign in #RhodeIsland. Tweets from Sheldon signed -SW.
Ayo Griffin,ayogriffin,"Washington, DC",,108,956,110,Thu Jul 08 22:06:58 +0000 2010,Senators,Sheldon Whitehouse,,1,5,,"Washington, DC",Former Chief Judiciary Counsel to Sen. Sheldon Whitehouse. Adjunct Prof. at Georgetown Law. All opinions expressed here are mine alone. Retweets ≠ endorsements.
Sheldon WhiteHouse ,Sh_WhiteHouse,,,36,21,13,Mon Jun 09 12:03:59 +0000 2014,Senators,Sheldon Whitehouse,,4,2,,,"U.S. Senator from #RhodeIsland, the Ocean State. #Environment_Savior #MAC'14"
Senator Jack Reed,SenJackReed,"Providence, Rhode Island",http://t.co/zRkAemKyYn,58803,30,4760,Wed Feb 08 15:24:01 +0000 2012,Senators,Jack Reed,,1454,78,,"Providence, Rhode Island",Official Twitter feed of Rhode Island’s U.S. Senator Jack Reed.
Jack Reed,3Jackreed,,,13743,382,2157,Thu May 24 10:11:24 +0000 2012,Senators,Jack Reed,,96,121,,,Play for the @brisbanebroncos and England. Love having a laugh
John S. Reed,JohnReed_1917,Petrograd,https://t.co/8EKGqVDLBp,2443,96,4997,Tue Feb 28 06:27:20 +0000 2017,Senators,Jack Reed,,86,4458,,Petrograd,"John Silas ""Jack"" Reed ‘#1917CROWD - member of #1917LIVE community’ American Journalist (The Masses), Marxist, Bolshevik, Soviet Hero; born Portland, OR"
Jack Reed,JReezy310,"Los Angeles, CA",,278,622,1274,Mon Jun 27 04:25:00 +0000 2011,Senators,Jack Reed,,2,389,,"Los Angeles, CA",
Jack Reed🐧,mejackreed,ATL || SF,https://t.co/eMwzIHbtrv,698,812,2894,Fri Mar 04 14:09:08 +0000 2011,Senators,Jack Reed,,39,2655,,ATL || SF,Currently working on geospatial data discovery with @GeoBlacklight @Stanford. Preserving and enabling access to geo data. Proud to be part of @AccessibleGEO
John T. “Jack” Reed,johntreed,"Alamo, CA",http://t.co/FSPQtfPJss,650,20,282,Sat Nov 22 01:05:25 +0000 2008,Senators,Jack Reed,,25,0,,"Alamo, CA","Author of 35 books on real estate investment, football & baseball coaching, self-publishing & succeeding, a novel, & monthly newsletter on real estate investing"
Steve(Deacon)Hunter,stevehunterguit,Phoenix AZ,https://t.co/T5awgCCeTR,2173,2260,1574,Thu Apr 16 17:56:39 +0000 2009,Senators,Jack Reed,,38,737,,Phoenix AZ,"American Guitarist best known for his contributions to: Peter Gabriel, Lou Reed, Alice Cooper, Tracy Chapman, Jack Bruce, Julian Lennon, Dr John and Aerosmith."
Jack Reed,remotewandering,"Brisbane, Australia",http://t.co/vXyIwqkyiq,92,243,489,Wed Feb 22 09:31:54 +0000 2012,Senators,Jack Reed,,1,11,,"Brisbane, Australia",Pop culture junkie who writes about film and TV. Hopefully has an original thought in his head.
Jack Reed,JackReed16,,,532,339,3106,Sat Dec 31 05:29:56 +0000 2011,Senators,Jack Reed,,0,6238,,,"MSU 2020. ""now he's Johnny HammerSticks"""
Jack Reed Senn,ThisisReedSenn,"Louisville, KY",,765,598,19308,Fri Sep 16 22:13:31 +0000 2011,Senators,Jack Reed,,1,1591,,"Louisville, KY",Life is what you make it.
Jack🦈,ImJackReed,"Lakeside, CA",,101,71,831,Thu Jun 19 01:28:16 +0000 2014,Senators,Jack Reed,,0,2425,,"Lakeside, CA",life's too short to not follow your passion
Jack Reed,jlreed2011,"Yukon, OK",,321,353,1509,Sat Oct 01 01:35:52 +0000 2011,Senators,Jack Reed,,23,2205,,"Yukon, OK","I am a husband, father, educator, Principal at Emerson High School in Oklahoma City, and former city council member for the City of Gonzales."
"John ""Jack"" Reed",Real_CSA_Reed,"Chicago, CSA",,313,221,1,Tue Jul 18 15:50:46 +0000 2017,Senators,Jack Reed,,2,196,,"Chicago, CSA","Leader of the Combined Syndicates of America, New York Senator and Editor of ""The Masses"". Dedicated to protecting worker's rights in the USA."
Jack Reed,JackReedCSA,"Chicago, IL",,279,21,88,Sun May 07 07:30:32 +0000 2017,Senators,Jack Reed,,1,42,,"Chicago, IL",CSA 1936 Presidential Candidate. #BreakTheChains
Jack Reed,jack_reed_12,"Danville, CA",https://t.co/EdKOw4D7Sn,416,525,551,Tue Jul 29 21:35:39 +0000 2014,Senators,Jack Reed,,0,626,,"Danville, CA",I’m regular
Jack Straw,JackReed3,,,401,494,3280,Tue Aug 09 15:04:38 +0000 2011,Senators,Jack Reed,,1,6186,,,☮ Plant more trees ☪ Deadhead ☽ Drums & Percussions ஃ Go see live music
Jack Reed,jackreed14,Lincoln,,441,2196,457,Wed Jun 23 19:01:55 +0000 2010,Senators,Jack Reed,,0,338,,Lincoln,Supporter of Lincoln City FC and Portsmouth FC. Level 1 qualified football coach.
Jack Reed,jackreedla,"Los Angeles, CA",http://t.co/hBPDX30S01,73,113,189,Fri May 28 21:45:01 +0000 2010,Senators,Jack Reed,,1,32,,"Los Angeles, CA",ARTIST - MAKER - EXPLORER
Jack Reed,JackReed27,,,334,163,1608,Sun Jan 16 18:45:22 +0000 2011,Senators,Jack Reed,,9,799,,,Riding bikes for @CMIproCYCLING
Jack Reed,jree17,"Concord, NC",,338,400,1934,Sun Sep 09 15:22:04 +0000 2012,Senators,Jack Reed,,0,47775,,"Concord, NC",ASU 21
Lindsey Graham,LindseyGrahamSC,South Carolina,,269780,2206,7113,Fri Dec 09 22:21:03 +0000 2011,Senators,Lindsey Graham,,3201,73,,South Carolina,The official Twitter feed for United States Senator Lindsey Graham.
Lindsey Graham,GrahamBlog,"Washington, DC",http://t.co/x7LZALizg6,113744,2108,4243,Tue May 20 13:57:21 +0000 2008,Senators,Lindsey Graham,,3358,0,,"Washington, DC",Twitter feed for U.S. Senator Lindsey Graham of South Carolina.
Justin Sexton,JustinSextonIN,The Right Wing,https://t.co/jizeTa1U0I,587,767,4628,Fri Oct 21 15:47:27 +0000 2011,Senators,Lindsey Graham,,5,10205,,The Right Wing,"@iugop chairman, perfect mix of Margaret Thatcher & Lindsey Graham, doing my part to take Indiana to the next level, while fangirling John McCain & Nikki Haley"
Celia Urquhart,CeliaUrquhart,Florence,,899,1608,1279,Fri Feb 06 02:23:14 +0000 2009,Senators,Lindsey Graham,,17,74,,Florence,"Wife, Mommy, and Working Woman! (Pee Dee Regional Director for US Senator Lindsey Graham. Tweets are my own opinion.)"
MegynK'sCrookedNose,MegKCrookedNose,,,576,2473,5600,Sun Dec 29 22:04:28 +0000 2013,Senators,Lindsey Graham,,22,5,,,"White,like Santa. Skew to right,like my nose. Rightwing's Maddow. GQ playmate (photo above). RNC spox. Help to elect (R) cand's 2 office. Lindsey Graham hater."
Graham Lindsey,graham_lindsey,,http://t.co/gFQVIuK1BT,303,22,231,Wed Dec 01 00:42:48 +0000 2010,Senators,Lindsey Graham,,14,0,,,"Graham Lindsey is a folk-rock singer, songwriter, and musician from Montana."
Mary Jean Baxley,marynew,South Carolina,,328,620,22386,Fri Dec 12 03:27:42 +0000 2008,Senators,Lindsey Graham,,48,4948,,South Carolina,"Freelance writer Member Overseas Press Club ,SC Press , Media club https://t.co/WFS3pWBQNp Lindsey Graham and Victory2014 2nd Congressional district directorSCFRW2016-2018"
Lindsey Graham-Jones,lindseygjones,"San Francisco, CA",http://t.co/kXyep5GO7y,238,425,680,Wed Nov 11 23:54:43 +0000 2009,Senators,Lindsey Graham,,16,1,,"San Francisco, CA","Journalist, jeweler, ocean nymph."
Elect_Stamper,Elect_Stamper,"Columbia, SC",http://t.co/vv5i6NwBO4,715,1937,348,Sun May 25 02:56:46 +0000 2008,Senators,Lindsey Graham,,5,322,,"Columbia, SC",Vote on Tuesday June 10th to elect Democrat Jay Stamper to challenge Lindsey Graham.
Security Is Strength,securestrength,United States,http://t.co/VjFIv3T7Cc,94,481,894,Tue Jun 09 16:04:35 +0000 2015,Senators,Lindsey Graham,,3,99,,United States,"The Security is Strength PAC supports the Presidential candidacy of Lindsey Graham, an advocate for our national security interests & a defender of Israel."
Lindsey Graham,LindseySings,"Estero, FL",http://t.co/1ZVGGvq66p,422,516,312,Sat Feb 27 20:23:32 +0000 2010,Senators,Lindsey Graham,,2,129,,"Estero, FL",Follower of Jesus Christ - Vocalist - Full Time Ministry - Only Child. Psalm 104:33
Sunday Content,sundaycontent,,https://t.co/l5IN4uH6wG,120,0,210,Sun Sep 13 14:16:12 +0000 2015,Senators,Lindsey Graham,,2,4,,,A non-emailed newsletter curated by @sealln. Lindsey Graham has never emailed; why should you?
Lindsey Graham,linygraham,,,448,387,923,Sat Oct 22 03:58:17 +0000 2011,Senators,Lindsey Graham,,1,1118,,,Just your average Lindsey Graham trying to break through the shadows cast by other Lindsey Grahams.
Lindsey Graham,Lindsey040989,Liverpool,,128,576,1287,Fri Jan 28 07:34:27 +0000 2011,Senators,Lindsey Graham,,5,76,,Liverpool,"Female, 27 years old, working in business travel!"
Lindsey-Jane Graham,lindseyjane19,"Manchester, UK",,355,337,4127,Wed Jan 19 12:27:21 +0000 2011,Senators,Lindsey Graham,,0,531,,"Manchester, UK",snapchat; lindseyjanexox
Lindsey Graham,notSenLGraham,,,121,37,18,Thu Oct 13 20:26:47 +0000 2016,Senators,Lindsey Graham,,1,15,,,Fake account and in no way affiliated with the real Senator Lindsey Graham. This account was created for a Claremont McKenna College Congress class.
I AM NOT A SENATOR,LindseyGraham,"Houston, Texas",,180,116,782,Fri Jun 22 00:09:30 +0000 2007,Senators,Lindsey Graham,,6,34,,"Houston, Texas",I am not a senator
Lindsey Graham,StratusDesigns,Denver CO,http://t.co/EGWuR5dhcO,252,634,11,Thu Apr 16 19:38:36 +0000 2009,Senators,Lindsey Graham,,2,1,,Denver CO,Bringing out door light INDOORS
Lindsey Graham ✨,xlinzixgx,Liverpool,,331,434,1689,Fri Nov 11 19:02:08 +0000 2011,Senators,Lindsey Graham,,0,221,,Liverpool,Smile Live Laugh Forgive & Love Hard✌
Lindsey Graham,_lindseygraham,,,237,199,94,Fri Feb 22 02:30:26 +0000 2013,Senators,Lindsey Graham,,0,1190,,,UGA '21
Tim Scott,SenatorTimScott,South Carolina,https://t.co/EoB6giYuOp,276743,3944,6713,Fri Nov 19 20:34:30 +0000 2010,Senators,Tim Scott,,3250,1049,,South Carolina,Official account of U.S. Senator Tim Scott. Honored to represent the great state of South Carolina. RTs and follows dont equal endorsements. #OpportunityAgenda
Tim Scott,votetimscott,"Charleston, SC",https://t.co/Acfl2cLn0J,8158,1113,1293,Fri Oct 09 20:07:32 +0000 2009,Senators,Tim Scott,,353,39,,"Charleston, SC","I am committed to serving the citizens of SC to restore the basic principles of liberty, freedom and opportunity for all citizens to succeed."
"Tim Scott, Jr.",T_ScottJr,"Charlotte, NC",https://t.co/kTKaaeGJOi,1263,1411,13528,Tue Mar 31 02:50:39 +0000 2009,Senators,Tim Scott,,17,218,,"Charlotte, NC","Artist in Residence at Charlotte Center City Partners
#XMen
Facebook: Tim Scott Jr 
Instagram: t_scottjr
Snapchat: t.scottjr"
U.S. MARINE,mrmannyscorner,,,110037,55826,9767,Wed May 01 05:41:00 +0000 2013,Senators,Tim Scott,,194,56,,,"LT. GOV RON RAMSEY, MONTEL WILLIAMS, JESSIE JANE DUFF, CHUCK WOOLERY, CONGRESSMAN DARRELL ISSA, SEN. TIM SCOTT,  LISA TORRACO, REP JEFF DUNCAN R FOLLOWING ME!"
Tim Scott-Wright,TheHairSurgery,"Wollaston, Stourbridge",http://t.co/ktfpcr5S4c,906,1457,781,Wed Dec 18 11:04:23 +0000 2013,Senators,Tim Scott,,3,224,,"Wollaston, Stourbridge",Award winning local hairdresser Tim Scott-Wright is back in the neighbourhood with The Hair Surgery - with the right prescription for every hair need!
Tim Scott,TimScott80,"Philadelphia, PA",,878,891,12965,Mon Nov 30 13:22:04 +0000 2015,Senators,Tim Scott,,11,25233,,"Philadelphia, PA",Just my opinions and thoughts.
Scott Kyle,ScottJKyle1,"Scotland, United Kingdom",https://t.co/qMZsnQ0Yy3,414038,434631,126,Wed Jun 08 17:34:54 +0000 2016,Senators,Tim Scott,,1213,82461,,"Scotland, United Kingdom","Actor - Outlander (Ross) Kilo Two Bravo/Kajaki (Stu) The Angels Share (Clancy) Singin I`m No a Billy, He`s a Tim (Billy - Winner of The Stage Best Actor Award)."
Modern Sculpture,abstractsculp,,,2615,1514,8642,Fri Mar 13 05:52:51 +0000 2015,Senators,Tim Scott,,78,3520,,,"Sam Cornish - writer / exhibition organiser  samuelrcornish@gmail.com / https://t.co/zDMCWR4w9G
Working on John Hoyland cat raisonne & Tim Scott monograph"
Tim Scott,__timscott__,DM(V),https://t.co/KYRzEmyIyO,3758,603,15175,Fri Jul 29 15:42:52 +0000 2011,Senators,Tim Scott,,27,2337,,DM(V),Cornerback #31 for the New York Giants Instagram: __timscott__
Tim Scott,TimScottHR,"Liverpool, UK",https://t.co/GqzGsI2JTC,7302,1918,48602,Thu Nov 01 10:38:13 +0000 2012,Senators,Tim Scott,,275,13259,,"Liverpool, UK",People Director @FletchersLegal. Dad to two boys & music lover. Firmly in touch with my geek side. https://t.co/uA6dG4reDJ.
Tim & Scott,BedleyBros,Globalschoolplayday.com,https://t.co/zPuEELEqY3,4390,3239,6744,Wed May 01 23:58:46 +0000 2013,Senators,Tim Scott,,215,4431,,Globalschoolplayday.com,"4+ Yr EduPodcast w/ @scotteach - OCTotY @tbed63 - RiversideCntyTotY Mom & Dad love the show. Yep. Let's talk some shop! YT, iTunes, Podomatic & more! #GSPD2018"
tim scott,_duta_,Southern California,http://t.co/TR6O5vpRsi,659,580,27431,Sun Oct 31 16:00:51 +0000 2010,Senators,Tim Scott,,71,13578,,Southern California,Mechanical engineer in training. Rocket scientist by hobby. Producer of @tmro. Tweets are my own.
Sgt Tim Scott,SgtTimScott,"Braintree & Uttlesford, Essex ",https://t.co/Qv84GnpHie,2168,1967,1314,Tue Jul 05 22:06:49 +0000 2016,Senators,Tim Scott,,23,2765,,"Braintree & Uttlesford, Essex ",#Cycling #Police Sergeant in #Braintree & #Uttlesford #Essex . #JESIP & #Custody trained. Don't report here - call 999 (emergency) or 101☎ 👮🚔
***Tim Scott***,timscottuk,,,3182,2511,4946,Thu Sep 08 13:01:16 +0000 2011,Senators,Tim Scott,,46,34,,,"Right leaning & well meaning. BrExit advocate. Ex Army, Christian & pro-Israel. Lives S.Bucks, married to Penny, father to Luke & Imy. Prog rock Wasps & Chelsea"
Tim Scott,ResortLoopTim,Standing clear of the doors,https://t.co/LhCV2YfzeE,3462,2413,3209,Tue Dec 16 09:47:15 +0000 2008,Senators,Tim Scott,,53,638,,Standing clear of the doors,"Husband, Father, and Disney fan sharing the magic one podcast at a time!  https://t.co/LhCV2YfzeE a Walt Disney World podcast!  http://t.co/LhCV2XXXQ4"
TimScott,Dettolforever,Melbourne,http://t.co/A3I4Kxd9Nh,609,425,236,Fri Oct 23 06:52:27 +0000 2009,Senators,Tim Scott,,5,61,,Melbourne,"Band booker, writer, editor, broadcaster, basketballer."
Tim Scott,TimScottGuitar,"Manchester, England",https://t.co/yQkvWayRWI,2377,312,1026,Mon Dec 29 13:45:22 +0000 2008,Senators,Tim Scott,,63,3741,,"Manchester, England","Producer | Hedonistic Ibiza escapism, coupled with uplifting electric guitar hooks | Judge Jules Radio 1 Session Guitarist | Event Bookings"
Vintage Sound,VintageSound931,"Muscatine, Iowa",https://t.co/w5GnMGfKhc,1161,1165,6871,Tue Jan 15 23:23:09 +0000 2013,Senators,Tim Scott,,12,301,,"Muscatine, Iowa","@LivingLocoLive aka Tony Tone 6:00-10am
Tim Scott 11am-1:30pm
Pippa 1:30pm-6:30pm
@NightsWithAliceCooper 7pm-Mid

Muscatine, Iowa 

Vintage Sound 93.1 FM"
Tim Rich,timrich001,,,1191,197,1269,Wed Jun 06 13:24:36 +0000 2012,Senators,Tim Scott,,27,155,,,Greatest sports writer to come from Burnham on Crouch with the exception of Matt Scott and Jonathan Overend
Tim Scott,TimothyAScott,"Carlisle, PA ",,616,439,2236,Tue Sep 09 19:10:46 +0000 2008,Senators,Tim Scott,,15,101,,"Carlisle, PA ",Progressive political junkie and overt Lover of Pop Culture. Life is never dull.  Why not join me for the ride? This is my personal page. Views are my own.
John Thune,johnthune,"South Dakota, USA",http://t.co/l3vf1LVVne,29009,1269,491,Wed Mar 25 16:40:28 +0000 2009,Senators,John Thune,,1502,0,,"South Dakota, USA",United States Senator from South Dakota
Senator John Thune,SenJohnThune,,http://t.co/OiwOiAFGGw,87619,324,4172,Tue May 10 16:41:48 +0000 2011,Senators,John Thune,,2001,29,,,"U.S. Senator John Thune, South Dakota. Chairman of @SenateGOP & @SenateCommerce. Father. Husband. Avid Outdoorsman. Sports Fan."
John Thune News,NotJohnThune,South Dakota,http://t.co/0Ft5KubQq3,234,6,51,Thu Oct 30 05:07:33 +0000 2008,Senators,John Thune,,12,0,,South Dakota,"UNOFFICIAL TWITTER - News about John Thune, Senator from South Dakota and Vice-Chairman of the Senate Republican Conference"
Lynn Tjeerdsma,bijouhills,"Washington, D.C.",,518,681,632,Wed Apr 01 01:29:34 +0000 2009,Senators,John Thune,,6,5177,,"Washington, D.C.",Senior Policy Advisor for Senator John Thune - what I post are my own thoughts.
John Thune,SenatorVinick,South Dakota,http://t.co/OUsb3yvnAX,76,84,39,Mon Aug 05 00:13:27 +0000 2013,Senators,John Thune,,7,4,,South Dakota,Official Twitter of United States Senator John Thune
John Thune,NotDaRealThune,,,13,18,6,Tue Mar 31 01:47:17 +0000 2015,Senators,John Thune,,1,3,,,
Fake John Thune,FakeJThuneSD,,,24,19,30,Mon Mar 31 22:19:12 +0000 2014,Senators,John Thune,,0,6,,,This is fake account by Ana Kakkar for a college Congress simulation.
John Thune News,JohnThuneNews,,,5,0,23,Thu Feb 10 13:53:28 +0000 2011,Senators,John Thune,,0,0,,,John Thune: Breaking news and updates from HuffPost
Senator John Thune,ejssicamarielee,Missouri,,23,498,88,Wed Jul 30 21:03:34 +0000 2014,Senators,John Thune,,2,36,,Missouri,"Advocacy Manager, Troop , Vitamixer, Lobbyist, Capitalist,  Optimist."
Senator John Thune,johndstolls,"USA, Rhode Island",,1,100,0,Thu Jul 28 23:05:34 +0000 2011,Senators,John Thune,,1,0,,"USA, Rhode Island","U.S. Senator John Thune, South Dakota. Chairman @Senate_GOPs & @CommerceGOP Ranking Member. Father. Husband. Avid Outdoorsman. Sports Fan."
John Thune for VP,JohnThune4VP,South Dakota ,,8,29,8,Mon Nov 01 22:42:12 +0000 2010,Senators,John Thune,,1,0,,South Dakota ,Mitt and I are ready to push American forward. I'll do most of the pushing as Mitt keeps changing his mind about which way is forward...
Senator John Thune,johndstolia,"USA, Massachusetts",,92,1706,1420,Tue Mar 25 19:42:34 +0000 2014,Senators,John Thune,,21,1160,,"USA, Massachusetts","U.S. Senator John Thune, South Dakota. Chairman @Senate_GOPs & @CommerceGOP Ranking Member. Father. Husband. Avid Outdoorsman. Sports Fan."
John R. Thune,JocatThune,,,1,0,1,Thu Apr 23 09:04:55 +0000 2015,Senators,John Thune,,0,0,,,
John Thune,Winifredshipt,,,1,0,0,Mon Mar 15 12:43:22 +0000 2010,Senators,John Thune,,0,0,,,
John Thune,JohnHThuneII,,,9,34,28,Thu Oct 13 03:55:15 +0000 2011,Senators,John Thune,,0,13,,,
John Thune,John_Thune,,,1,0,0,Sat Jun 18 17:52:14 +0000 2011,Senators,John Thune,,0,0,,,
John Thune,arch1txt,,,1,1,0,Thu Dec 29 12:11:02 +0000 2016,Senators,John Thune,,0,0,,,
John Thune,johnothune,,,0,0,0,Sun May 31 06:50:15 +0000 2015,Senators,John Thune,,0,0,,,
FakeJohnThune,FakeJohnThune,,,17,15,0,Thu May 19 18:50:24 +0000 2011,Senators,John Thune,,2,0,,,
John Wilson,GosuThune,,,1,1,3,Fri Nov 29 22:08:15 +0000 2013,Senators,John Thune,,0,3,,,
Senator Mike Rounds,SenatorRounds,"Pierre, South Dakota",http://t.co/gMVH2AwcFu,16464,545,2010,Thu Jan 01 20:23:49 +0000 2015,Senators,Mike Rounds,,641,186,,"Pierre, South Dakota",U.S. Senator for South Dakota
Mike Rounds,RoundsforSenate,,https://t.co/tT92rantkh,1745,83,589,Thu Nov 29 10:04:17 +0000 2012,Senators,Mike Rounds,,131,14,,,"Mike Rounds served as Governor of SD from 2003-2010. He is currently President & CEO of Fischer, Rounds & Associates. He is also a candidate for US Senate."
Mike Rounds,snyprmike,"Pelham, NH",,107,241,853,Wed Nov 18 18:07:25 +0000 2009,Senators,Mike Rounds,,5,1,,"Pelham, NH","New England Sports Fan, True geek at heart, VMware enthusiast, VCP3, VCP4, VCP5 certified and Tesla evangelist!"
